数据日期,客户编号,客户编号转码,客户名称,合同流水号,合同编号,年初风险分类名称,最新风险分类结果,年初风险分类,最新风险分类,最新风险五级分类,合同期限(年),短中长期贷款标识,客户所属省/市,业务品种大类,分区日期: [yyyyMMdd],一级分行名称,账务机构代码,账务机构名称,账务机构全路径,合同账务机构,合同状态,合同到期日期,合同经办人,实际发放日期,实际到期日期,合同终结日期,授信申请流水号,债项审批通知书流水号,主体通知书流水号,债项额度编号,授信协议额度流水号,授信协议通知书流水号,授信协议合同流水号,是否占用额度,占用额度客户编号,额度占用方角色,额度占用方债项审批通知书流水号,占用债项授信额度流水号,第三方额度流水号,第三方额度审批通知书流水号,占用第三方额度客户编号,基准利率代号,浮动类型,计息方式,计息周期,源系统业务品种名称,业务品种名称,业务类别名称,产品代码,发生类型,货币种类,还款方式名称,主要担保方式名称,国标行业投向代码,国标行业投向名称,本行投向代码,相关科目代码,相关科目名称,委托人客户类型,客户考核分类,客户考核预分类,经济类型代码,所在行政区划名称,控股类型（企业出资人经济成分）,首次风险分类时间,最新风险分类时间,系统控制类型,系统控制模板类型,合同模式标识,数据来源系统代码,战略新兴产业类型代码,战略新兴产业类型名称,承诺业务品种,汇率（本外币折人民币）,客户所属集团名称,客户所属集团,客户所属国标行业名称,贷款余额(万元),合同金额(万元)
2026-06-30,900000000048,A00048,启航科技有限公司,2025011500155AW,739323797715-4,0101--正常1,0400--可疑,正常,不良,可疑,0.5,短期,上海市,公司流动贷款,2026-06-30,上海分行,00270,上海市中心支行,"0108001,0140001,310115,00270",00270,302--已生效终止下柜,2025-07-15,JB7751,2025-01-15,2025-07-15,2025-08-08,zxsq2025011500155IU,tz2025011500155AL,tz2025010300155NZ,FXQYF440L60777506253279397265443053020475,,,,1--是,900000000048,01--融资人,tz2025011500155AL,FXQYF440L60777506253279397265443053020475,,,,14802D01,0--浮动值浮动,1--不分段计息,0--按月计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,41003--非上市公司股权质押,C3252,C3252--铝压延加工,64,113101,113101--普通短期贷款,企业法人,成长客户,潜力,159,310115--上海市--上海市--浦东新区,A0101--国有相对控股,2025-02-03 09:29:34,2025-03-11 15:47:33,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,C3252--铝压延加工,0.0,17071.26
2026-06-30,900000000044,A00044,中恒科技股份有限公司,20250127001561Z,715375785452-8,0101--正常1,0101--正常1,正常,正常,正常,2.0,中期,安徽省,公司流动贷款,2026-06-30,合肥分行,00260,合肥市城北支行,"0108001,0140001,340104,00260",00260,301--已生效待下柜,2027-01-27,JB5466,2025-01-27,2027-03-28,,zxsq2025012700156ET,tz20250127001566L,tz2025011700156CC,FXQYF433L51677544351102380739932444012102,,,,1--是,900000000044,01--融资人,tz20250127001566L,FXQYF433L51677544351102380739932444012102,DSFED2025012700000156,dstz2025012700156MS,900000000027,14802D01,0--浮动值浮动,1--不分段计息,1--按季计息,流动资金额度循环贷款,10107--流动资金额度循环贷款,2001--单一债项,105070000,0100--正常申请,01--人民币,0102--分期等额本息,30102--商业用房抵押,F5239,F5239--其他日用品零售,37,113201,113201--普通中期贷款,事业法人,成长客户,潜力,149,340104--安徽省--合肥市--蜀山区,B0201--港澳台相对控股,2025-02-16 12:45:51,2026-01-30 09:41:13,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,10107--流动资金额度循环贷款,1.0,,无,F5239--其他日用品零售,9131.51,13841.24
2026-06-30,900000000029,A00029,华盛医药股份有限公司,20230101001578S,923039729555-8,0103--正常3,0300--次级,正常,不良,次级,3.0,中期,广东省,公司固定贷款,2026-06-30,广州分行,00263,广州市高新支行,"0108001,0140001,440106,00263",00263,302--已生效终止下柜,2026-01-01,JB6733,2023-01-01,2026-01-01,2026-01-24,zxsq2023010100157AR,tz2023010100157NV,tz2022121600157W8,FXQYF795L58967029579715980614368183739312,XYED2023010100000157,xytz2023010100157UB,xyht2023010100157PM,1--是,900000000029,01--融资人,tz2023010100157NV,FXQYF795L58967029579715980614368183739312,,,,01700Y05,0--浮动值浮动,4--满月分段计息,0--按月计息,银团贷款,10108--银团贷款,2001--单一债项,105080000,0302--重组-借新还旧（不变更主体）,01--人民币,02--到期还款,41003--非上市公司股权质押,C3461,C3461--烘炉、熔炉及电炉制造,33,113501,113501--银团贷款出资额,企业法人,重点客户,价值,171,440106--广东省--广州市--天河区,A0102--国有绝对控股,2023-01-09 14:30:39,2026-04-01 17:16:56,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,10108--银团贷款,1.0,,无,C3461--烘炉、熔炉及电炉制造,0.0,985.52
2026-06-30,900000000067,A00067,鼎盛电子股份有限公司,2023091900158SK,848970889225-4,0102--正常2,0101--正常1,正常,正常,正常,2.0,中期,陕西省,公司固定贷款,2026-06-30,西安分行,00271,西安市城北支行,"0108001,0140001,610113,00271",00271,301--已生效待下柜,2025-09-19,JB5348,2023-09-19,2025-09-19,,zxsq2023091900158NA,tz20230919001587P,tz2023090800158Q1,FXQYF887L20457120426975318196249495840286,XYED2023091900000158,xytz2023091900158FL,xyht2023091900158N1,1--是,900000000067,01--融资人,tz20230919001587P,FXQYF887L20457120426975318196249495840286,,,,01700Y01,0--浮动值浮动,5--满季分段计息,0--按月计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2001--单一债项,105030500,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,41699--其他应收账款质押,C3311,C3311--金属结构制造,01,113201,113201--普通中期贷款,企业法人,风险客户,风险,174,610113--陕西省--西安市--雁塔区,A0102--国有绝对控股,2023-12-17 13:30:31,2025-12-26 12:52:14,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010305--公司厂房按揭贷款,1.0,中恒产业集团有限公司,有,C3311--金属结构制造,1944.7,2454.86
2026-06-30,900000000004,A00004,嘉禾电子有限公司,2026010600159V5,582085607968-8,0201--关注1,0103--正常3,关注,正常,正常,5.0,中期,湖南省,公司固定贷款,2026-06-30,长沙分行,00263,长沙市城北支行,"0108001,0140001,430104,00263",00263,301--已生效待下柜,2031-01-06,JB3913,2026-01-06,2031-01-06,,zxsq2026010600159XR,tz2026010600159KD,tz2025121800159EN,FXQYF430L21301517848398695262492195777414,,,,1--是,900000000004,01--融资人,tz2026010600159KD,FXQYF430L21301517848398695262492195777414,,,,14802D01,0--浮动值浮动,1--不分段计息,3--利随本清,项目贷款,1010203--项目贷款,2001--单一债项,105020300,0100--正常申请,01--人民币,02--到期还款,30101--住房抵押,C3821,C3821--变压器、整流器和电感器制造,21,113201,113201--普通中期贷款,企业法人,重点客户,价值,190,430104--湖南省--长沙市--岳麓区,B0101--私人相对控股,2026-02-22 17:09:05,2026-06-24 13:20:46,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010203--项目贷款,1.0,,无,C3821--变压器、整流器和电感器制造,5553.11,5897.11
2026-06-30,900000000053,A00053,鼎盛软件有限公司,20250610001603K,663049445161-3,0101--正常1,0201--关注1,正常,关注,关注,1.0,短期,上海市,公司流动贷款,2026-06-30,上海分行,00275,上海市营业部,"0108001,0140001,310115,00275",00275,302--已生效终止下柜,2026-06-10,JB6201,2025-06-10,2026-06-10,2026-06-16,zxsq2025061000160J5,tz2025061000160NB,tz20250521001605O,FXQYF308L32132073727864424798802822562611,,,,1--是,900000000053,01--融资人,tz2025061000160NB,FXQYF308L32132073727864424798802822562611,,,,01700Y01,0--浮动值浮动,1--不分段计息,9--满季计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,0101--分期等额本金,30202--工业用地土地使用权抵押,L7111,L7111--汽车租赁,87,113101,113101--普通短期贷款,企业法人,成长客户,潜力,174,310115--上海市--上海市--浦东新区,B0302--外商绝对控股,2025-06-24 11:21:12,2025-11-06 10:26:46,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,L7111--汽车租赁,0.0,3438.05
2026-06-30,900000000055,A00055,宏泰能源股份有限公司,2023050700161O9,311754109638-8,0101--正常1,0101--正常1,正常,正常,正常,5.0,中期,云南省,公司固定贷款,2026-06-30,昆明分行,00264,昆明市城北支行,"0108001,0140001,530103,00264",00264,301--已生效待下柜,2028-05-07,JB4357,2023-05-07,2028-05-07,,zxsq2023050700161CO,tz2023050700161RZ,tz202304280016106,FXQYF503L81375834339405558552621982232265,XYED2023050700000161,xytz20230507001619S,xyht2023050700161K4,1--是,900000000055,01--融资人,tz2023050700161RZ,FXQYF503L81375834339405558552621982232265,DSFED2023050700000161,dstz2023050700161CZ,900000000090,14802D01,0--浮动值浮动,4--满月分段计息,2--按年计息,并购贷款,10106--并购贷款,2001--单一债项,105060000,0100--正常申请,01--人民币,0101--分期等额本金,30202--工业用地土地使用权抵押,C3849,C3849--其他电池制造,30,113201,113201--普通中期贷款,企业法人,基础客户,长尾,110,530103--云南省--昆明市--盘龙区,B0301--外商相对控股,2023-05-25 16:06:58,2025-03-21 10:16:04,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,2,2-高端装备制造产业,10106--并购贷款,1.0,宏泰产业集团有限公司,有,C3849--其他电池制造,4067.26,4486.84
2026-06-30,900000000045,A00045,星海医药有限公司,2024041800162AA,255330989388-7,0400--可疑,0103--正常3,不良,正常,正常,7.0,长期,青海省,公司固定贷款,2026-06-30,西宁分行,00266,西宁市高新支行,"0108001,0140001,630104,00266",00266,301--已生效待下柜,2031-04-18,JB8580,2024-04-18,2031-04-18,,zxsq2024041800162XA,tz202404180016267,tz20240409001627P,FXQYF152L80023812676833596526367443240654,,,,1--是,900000000045,01--融资人,tz202404180016267,FXQYF152L80023812676833596526367443240654,,,,14802D01,0--浮动值浮动,1--不分段计息,2--按年计息,并购贷款,10106--并购贷款,2002--组合债项,105060000,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,41003--非上市公司股权质押,I6531,I6531--信息系统集成服务,80,113301,113301--普通长期贷款,企业法人,成长客户,潜力,159,630104--青海省--西宁市--城西区,B0101--私人相对控股,2024-07-15 17:48:36,2025-04-17 09:53:38,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,6,6-新能源产业,10106--并购贷款,1.0,,无,I6531--信息系统集成服务,1826.31,3658.57
2026-06-30,900000000084,A00084,宏泰材料股份有限公司,2023051100163SB,607637494865-5,0101--正常1,0102--正常2,正常,正常,正常,10.0,长期,山西省,公司固定贷款,2026-06-30,太原分行,00268,太原市营业部,"0108001,0140001,140105,00268",00268,301--已生效待下柜,2033-05-11,JB7018,2023-05-11,2033-05-11,,zxsq2023051100163AD,tz202305110016351,tz202305080016315,FXQYF595L17829433754270162780202828722060,,,,1--是,900000000084,01--融资人,tz202305110016351,FXQYF595L17829433754270162780202828722060,,,,01700Y05,0--浮动值浮动,7--满年分段计息,1--按季计息,并购贷款,10106--并购贷款,2001--单一债项,105060000,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,201--公司法人保证,C3581,C3581--医疗诊断、监护及治疗设备制造,54,113301,113301--普通长期贷款,企业法人,成长客户,潜力,190,140105--山西省--太原市--小店区,B0201--港澳台相对控股,2023-06-30 13:33:20,2025-05-31 10:28:57,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,3,3-新材料产业,10106--并购贷款,1.0,,无,C3581--医疗诊断、监护及治疗设备制造,975.06,1243.43
2026-06-30,900000000049,A00049,新科机械有限公司,20230126001640Z,539097421486-1,0400--可疑,0203--关注3,不良,关注,关注,3.0,中期,四川省,公司流动贷款,2026-06-30,成都分行,00271,成都市城北支行,"0108001,0140001,510107,00271",00271,302--已生效终止下柜,2026-01-26,JB5207,2023-01-26,2026-01-26,2026-01-31,zxsq2023012600164M1,tz2023012600164GE,tz2023012100164CB,FXQYF317L69183401469441706563747925522860,XYED2023012600000164,xytz2023012600164VB,xyht2023012600164OX,1--是,900000000049,01--融资人,tz2023012600164GE,FXQYF317L69183401469441706563747925522860,DSFED2023012600000164,dstz2023012600164K0,900000000020,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,30103--办公用房抵押,C1329,C1329--其他饲料加工,26,113201,113201--普通中期贷款,企业法人,基础客户,长尾,110,510107--四川省--成都市--武侯区,B0202--港澳台绝对控股,2023-04-03 16:19:13,2025-12-02 14:14:27,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,4,4-生物产业,10101--公司流动资金贷款,1.0,,无,C1329--其他饲料加工,0.0,3680.6
2026-06-30,900000000025,A00025,卓越物流有限公司,2022092600165NP,730819030121-9,0103--正常3,0103--正常3,正常,正常,正常,2.0,中期,内蒙古自治区,公司固定贷款,2026-06-30,呼和浩特分行,00267,呼和浩特市营业部,"0108001,0140001,150102,00267",00267,301--已生效待下柜,2024-09-26,JB7516,2022-09-26,2024-10-26,,zxsq20220926001654D,tz2022092600165QJ,tz20220922001650P,FXQYF648L67929511812852172049798186248028,,,,1--是,900000000025,01--融资人,tz2022092600165QJ,FXQYF648L67929511812852172049798186248028,,,,01700Y05,0--浮动值浮动,4--满月分段计息,4--手工计息,其他固定资产贷款,1010299--其他固定资产贷款,2001--单一债项,105029900,0302--重组-借新还旧（不变更主体）,01--人民币,0101--分期等额本金,202--自然人保证,F5133,F5133--鞋帽批发,76,113201,113201--普通中期贷款,企业法人,重点客户,价值,171,150102--内蒙古自治区--呼和浩特市--新城区,A0201--集体相对控股,2022-09-26 09:56:07,2026-05-31 15:48:05,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,2,2-高端装备制造产业,1010299--其他固定资产贷款,1.0,,无,F5133--鞋帽批发,279.54,5590.83
2026-06-30,900000000019,A00019,星海机械有限公司,2026060400166HI,687630767603-2,0203--关注3,0201--关注1,关注,关注,关注,2.0,中期,广东省,公司固定贷款,2026-06-30,广州分行,00272,广州市城北支行,"0108001,0140001,440106,00272",00272,301--已生效待下柜,2028-06-04,JB4561,2026-06-04,2028-06-04,,zxsq2026060400166IW,tz2026060400166AB,tz2026060200166HD,FXQYF316L02513840642041034303959875072604,XYED2026060400000166,xytz2026060400166XY,xyht2026060400166QI,1--是,900000000019,01--融资人,tz2026060400166AB,FXQYF316L02513840642041034303959875072604,,,,01700Y05,0--浮动值浮动,4--满月分段计息,1--按季计息,并购贷款,10106--并购贷款,2001--单一债项,105060000,0100--正常申请,01--人民币,0102--分期等额本息,41003--非上市公司股权质押,C1954,C1954--橡胶鞋制造,04,113201,113201--普通中期贷款,企业法人,重点客户,价值,174,440106--广东省--广州市--天河区,B0201--港澳台相对控股,2026-06-12 11:02:31,2026-06-15 11:22:40,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,10106--并购贷款,1.0,,无,C1954--橡胶鞋制造,1107.9,1107.9
2026-06-30,900000000050,A00050,远景能源有限公司,2022070200167UW,732168170356-7,0203--关注3,0300--次级,关注,不良,次级,7.0,长期,河南省,公司固定贷款,2026-06-30,郑州分行,00272,郑州市高新支行,"0108001,0140001,410105,00272",00272,301--已生效待下柜,2029-07-02,JB1846,2022-07-02,2029-07-02,,zxsq2022070200167GY,tz2022070200167I6,tz20220616001671V,FXQYF346L37722486956673987723554054838256,,,,1--是,900000000050,01--融资人,tz2022070200167I6,FXQYF346L37722486956673987723554054838256,,,,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,工业厂房开发贷款,1010208--工业厂房开发贷款,2002--组合债项,105020800,0100--正常申请,01--人民币,02--到期还款,30102--商业用房抵押,C3511,C3511--矿山机械制造,13,113301,113301--普通长期贷款,企业法人,基础客户,长尾,171,410105--河南省--郑州市--金水区,A0102--国有绝对控股,2022-08-24 16:36:38,2026-05-08 11:36:27,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,4,4-生物产业,1010208--工业厂房开发贷款,1.0,,无,C3511--矿山机械制造,647.2,1469.32
2026-06-30,900000000068,A00068,华盛商贸集团有限公司,2025080300168AK,654133545409-5,0300--次级,0102--正常2,不良,正常,正常,3.0,中期,甘肃省,公司固定贷款,2026-06-30,兰州分行,00270,兰州市高新支行,"0108001,0140001,620102,00270",00270,301--已生效待下柜,2028-08-03,JB2453,2025-08-03,2028-08-03,,zxsq2025080300168NZ,tz2025080300168UE,tz20250726001686Z,FXQYF483L46244538194555875405020002546381,,,,1--是,900000000068,01--融资人,tz2025080300168UE,FXQYF483L46244538194555875405020002546381,,,,01700Y01,0--浮动值浮动,1--不分段计息,1--按季计息,银团贷款,10108--银团贷款,2001--单一债项,105080000,0302--重组-借新还旧（不变更主体）,01--人民币,0101--分期等额本金,40102--定期保证金,E4790,E4790--其他房屋建筑业,52,113501,113501--银团贷款出资额,企业法人,重点客户,价值,130,620102--甘肃省--兰州市--城关区,B0202--港澳台绝对控股,2025-08-06 17:48:51,2026-01-18 18:47:57,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10108--银团贷款,1.0,,无,E4790--其他房屋建筑业,2811.17,3892.39
2026-06-30,900000000053,A00053,鼎盛软件有限公司,2025012100169RZ,824957635076-1,0102--正常2,0102--正常2,正常,正常,正常,1.0,短期,上海市,公司流动贷款,2026-06-30,上海分行,00284,上海市高新支行,"0108001,0140001,310115,00284",00284,302--已生效终止下柜,2026-01-21,JB1845,2025-01-21,2026-01-21,2026-01-24,zxsq2025012100169HM,tz202501210016946,tz2025011500169VW,FXQYF324L58317179611841453592475576238786,XYED2025012100000169,xytz2025012100169FX,xyht2025012100169E6,1--是,900000000053,01--融资人,tz202501210016946,FXQYF324L58317179611841453592475576238786,,,,01700Y01,0--浮动值浮动,4--满月分段计息,4--手工计息,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0302--重组-借新还旧（不变更主体）,01--人民币,0102--分期等额本息,101--一般信用,L7111,L7111--汽车租赁,75,125110,125110--单位结算账户透支,企业法人,基础客户,长尾,120,310115--上海市--上海市--浦东新区,A0101--国有相对控股,2025-01-21 17:03:24,2025-05-09 11:30:03,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,1,1-新一代信息技术产业,1010401--公司结算帐户透支,1.0,,无,L7111--汽车租赁,0.0,6690.0
2026-06-30,900000000081,A00081,众联制造集团有限公司,2025072800170MS,515816373982-3,0101--正常1,0300--次级,正常,不良,次级,1.0,短期,黑龙江省,公司流动贷款,2026-06-30,哈尔滨分行,00273,哈尔滨市中心支行,"0108001,0140001,230103,00273",00273,301--已生效待下柜,2026-07-28,JB2834,2025-07-28,2026-07-28,,zxsq20250728001702E,tz2025072800170E9,tz20250712001709M,FXQYF036L81311815545222786335099839628239,,,,1--是,900000000081,01--融资人,tz2025072800170E9,FXQYF036L81311815545222786335099839628239,,,,14802D01,0--浮动值浮动,1--不分段计息,0--按月计息,流动资金额度循环贷款,10107--流动资金额度循环贷款,2002--组合债项,105070000,0100--正常申请,01--人民币,02--到期还款,101--一般信用,C3670,C3670--汽车零部件及配件制造,62,113101,113101--普通短期贷款,企业法人,风险客户,风险,159,230103--黑龙江省--哈尔滨市--南岗区,B0102--私人绝对控股,2025-10-18 13:54:50,2026-06-13 08:02:35,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,2,2-高端装备制造产业,10107--流动资金额度循环贷款,1.0,,无,C3670--汽车零部件及配件制造,2849.13,7338.4
2026-06-30,900000000058,A00058,鼎盛商贸股份有限公司,2023042600171FH,807332860889-4,0103--正常3,0103--正常3,正常,正常,正常,2.0,中期,广东省,公司固定贷款,2026-06-30,广州分行,00277,广州市高新支行,"0108001,0140001,440106,00277",00277,302--已生效终止下柜,2025-04-26,JB3934,2023-04-26,2025-04-26,2025-04-28,zxsq20230426001716B,tz2023042600171J8,tz2023042100171CG,FXQYF967L24171408881882688994223301428004,,,,1--是,900000000058,01--融资人,tz2023042600171J8,FXQYF967L24171408881882688994223301428004,,,,01700Y01,0--浮动值浮动,1--不分段计息,0--按月计息,工业厂房开发贷款,1010208--工业厂房开发贷款,2001--单一债项,105020800,0100--正常申请,01--人民币,02--到期还款,41302--收费权质押,N7690,N7690--其他水利管理业,86,113201,113201--普通中期贷款,企业法人,基础客户,长尾,110,440106--广东省--广州市--天河区,B0301--外商相对控股,2023-07-08 15:17:17,2025-09-10 18:28:51,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010208--工业厂房开发贷款,1.0,,无,N7690--其他水利管理业,0.0,3925.1
2026-06-30,900000000016,A00016,宏泰建设集团有限公司,2024060600172DT,288439381749-2,0102--正常2,0203--关注3,正常,关注,关注,7.0,长期,山东省,公司固定贷款,2026-06-30,济南分行,00274,济南市城北支行,"0108001,0140001,370102,00274",00274,301--已生效待下柜,2031-06-06,JB7931,2024-06-06,2031-08-05,,zxsq2024060600172UW,tz2024060600172TD,tz2024052800172ZD,FXQYF174L15389984389476774961389356478558,,,,1--是,900000000016,01--融资人,tz2024060600172TD,FXQYF174L15389984389476774961389356478558,,,,14802D01,0--浮动值浮动,7--满年分段计息,1--按季计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2002--组合债项,105030500,0100--正常申请,01--人民币,02--到期还款,41699--其他应收账款质押,F5162,F5162--石油及制品批发,25,113301,113301--普通长期贷款,企业法人,成长客户,潜力,149,370102--山东省--济南市--历下区,A0101--国有相对控股,2024-06-29 14:23:38,2025-12-18 10:43:07,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,3,3-新材料产业,1010305--公司厂房按揭贷款,1.0,,无,F5162--石油及制品批发,1187.0,1661.8
2026-06-30,900000000075,A00075,嘉禾食品股份有限公司,202505140017355,318602424412-4,0103--正常3,0101--正常1,正常,正常,正常,3.0,中期,吉林省,公司固定贷款,2026-06-30,长春分行,00275,长春市城南支行,"0108001,0140001,220102,00275",00275,301--已生效待下柜,2028-05-14,JB0841,2025-05-14,2028-05-14,,zxsq2025051400173XQ,tz2025051400173GZ,tz2025050200173WR,FXQYF414L03878662905171922498853381358868,XYED2025051400000173,xytz20250514001739C,xyht20250514001735K,1--是,900000000075,01--融资人,tz2025051400173GZ,FXQYF414L03878662905171922498853381358868,,,,01700Y05,0--浮动值浮动,4--满月分段计息,1--按季计息,项目贷款,1010203--项目贷款,2001--单一债项,105020300,0100--正常申请,01--人民币,0101--分期等额本金,40102--定期保证金,N7861,N7861--名胜风景区管理,73,113201,113201--普通中期贷款,事业法人,重点客户,价值,120,220102--吉林省--长春市--南关区,B0101--私人相对控股,2025-06-03 15:00:16,2026-02-17 15:26:27,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,1,1-新一代信息技术产业,1010203--项目贷款,1.0,,无,N7861--名胜风景区管理,2253.53,5680.09
2026-06-30,900000000055,A00055,宏泰能源股份有限公司,2023113000174IX,713859171170-3,0101--正常1,0101--正常1,正常,正常,正常,1.0,短期,云南省,公司流动贷款,2026-06-30,昆明分行,00277,昆明市营业部,"0108001,0140001,530103,00277",00277,302--已生效终止下柜,2024-11-28,JB6411,2023-11-30,2024-11-28,2024-12-23,zxsq2023113000174OT,tz2023113000174W4,tz2023112700174KG,FXQYF828L65987747512253512024798948916433,,,,1--是,900000000055,01--融资人,tz2023113000174W4,FXQYF828L65987747512253512024798948916433,,,,01700Y01,0--浮动值浮动,4--满月分段计息,1--按季计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,0101--分期等额本金,30101--住房抵押,C3849,C3849--其他电池制造,31,113101,113101--普通短期贷款,企业法人,重点客户,价值,110,530103--云南省--昆明市--盘龙区,B0301--外商相对控股,2024-01-25 09:50:30,2026-06-29 13:43:19,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,7,7-节能环保产业,10101--公司流动资金贷款,1.0,宏泰产业集团有限公司,有,C3849--其他电池制造,0.0,1751.63
2026-06-30,900000000012,A00012,众联科技有限公司,2023100100175Q6,127769036335-5,0101--正常1,0101--正常1,正常,正常,正常,1.0,短期,青海省,公司流动贷款,2026-06-30,西宁分行,00279,西宁市城南支行,"0108001,0140001,630104,00279",00279,302--已生效终止下柜,2024-10-01,JB2050,2023-10-01,2024-10-01,2024-10-22,zxsq20231001001758O,tz2023100100175ZH,tz2023092600175L8,FXQYF454L76948387544667403253682888946502,XYED2023100100000175,xytz2023100100175YV,xyht20231001001752M,1--是,900000000012,01--融资人,tz2023100100175ZH,FXQYF454L76948387544667403253682888946502,,,,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0100--正常申请,01--人民币,02--到期还款,41003--非上市公司股权质押,C2770,C2770--卫生材料及医药用品制造,04,125110,125110--单位结算账户透支,企业法人,风险客户,风险,141,630104--青海省--西宁市--城西区,B0102--私人绝对控股,2023-11-24 09:35:07,2025-01-02 14:58:54,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,1.0,宏泰产业集团有限公司,有,C2770--卫生材料及医药用品制造,0.0,6140.17
2026-06-30,900000000013,A00013,众联软件股份有限公司,20250602001769W,988670470937-8,0203--关注3,0101--正常1,关注,正常,正常,2.0,中期,陕西省,公司固定贷款,2026-06-30,西安分行,00289,西安市中心支行,"0108001,0140001,610113,00289",00289,301--已生效待下柜,2027-06-02,JB0677,2025-06-02,2027-06-02,,zxsq2025060200176QJ,tz2025060200176D1,tz2025051500176MC,FXQYF226L29697458945995147294045795343492,,,,1--是,900000000013,01--融资人,tz2025060200176D1,FXQYF226L29697458945995147294045795343492,,,,01700Y05,0--浮动值浮动,4--满月分段计息,0--按月计息,其他固定资产贷款,1010299--其他固定资产贷款,2001--单一债项,105029900,0100--正常申请,01--人民币,0102--分期等额本息,201--公司法人保证,L7271,L7271--安全服务,85,113201,113201--普通中期贷款,企业法人,重点客户,价值,159,610113--陕西省--西安市--雁塔区,B0201--港澳台相对控股,2025-06-24 09:29:14,2026-01-11 08:10:27,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010299--其他固定资产贷款,1.0,新科产业集团有限公司,有,L7271--安全服务,1416.45,2022.04
2026-06-30,900000000028,A00028,众联制造有限公司,2025092100177VJ,751670747263-2,0103--正常3,0102--正常2,正常,正常,正常,7.0,长期,河北省,公司固定贷款,2026-06-30,石家庄分行,00279,石家庄市中心支行,"0108001,0140001,130102,00279",00279,301--已生效待下柜,2032-09-21,JB6557,2025-09-21,2032-09-21,,zxsq2025092100177EZ,tz20250921001770W,tz2025091200177YD,FXQYF792L30906837676875515438379289639120,XYED2025092100000177,xytz20250921001773G,xyht20250921001770U,1--是,900000000028,01--融资人,tz20250921001770W,FXQYF792L30906837676875515438379289639120,,,,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2001--单一债项,105030500,0100--正常申请,01--人民币,02--到期还款,30103--办公用房抵押,F5274,F5274--通信设备零售,72,113301,113301--普通长期贷款,企业法人,成长客户,潜力,110,130102--河北省--石家庄市--长安区,B0101--私人相对控股,2025-11-30 15:56:57,2026-06-24 14:46:08,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,6,6-新能源产业,1010305--公司厂房按揭贷款,1.0,,无,F5274--通信设备零售,723.91,1122.52
